t,h,_entailment,_id,_similarity
A luz no quintal está pregando truques no escuro no cachorro castanho e preto,"Um cachorro, que é castanho, e um que é preto estão correndo na grama",None,4667,2.5
A mulher está despejando óleo na frigideira,A mulher não está despejando óleo na frigideira,None,4668,3.5
Um macaco está chutando a mão enluvada de uma pessoa,O macaco está sendo treinado em artes marciais,None,4669,3.2
As janelas estão sendo limpas por um homem,O homem tem uma janela de tempo para se limpar,None,4670,1.75
Um menino pequeno está pulando em uma poça na rua,Um menino pequeno está saindo de uma poça na rua,None,4671,4
Uma mulher está tocando uma flauta,Uma mulher está guardando uma flauta,None,4672,3.8
As mulheres estão serrando troncos,Homens estão serrando troncos,None,4673,4
Uma menina pequena está olhando para uma mulher de fantasia,Pessoas mascaradas estão olhando na mesma direção em uma floresta,None,4674,1.3
Não tem nenhum rinoceronte pastando em um campo,O rinoceronte está pastando na grama,None,4675,3.5
Um homem está conduzindo a parte final da corrida,Um homem está liderando a corrida,None,4676,3.1
Ninguém de roupas para neve está deitado na neve e fazendo anjos da neve,Duas pessoas de roupas para neve estão deitadas na neve e estão fazendo anjos de neve,None,4677,4.1
Uma mulher está picando uma cebola,Uma mulher não está picando uma cebola,None,4678,3.5
Um homem está comendo perto dos filhotes de gato,A comida nas bandejas está sendo comida pelos filhotes de gato,None,4679,3
Um grupo de pessoas está cantando,Um grupo de pessoas está em silêncio,None,4680,3.8
Não tem nenhuma mulher dançando e cantando na chuva,Uma mulher está dançando e cantando na chuva,None,4681,3.8
Uma mulher está vestindo uma touca egípcia,Um egípcio está vestindo uma toca de mulher,None,4682,3.9
Um homem está aguando uma árvore,Um homem está cortando uma árvore com um machado,None,4683,2.6
Dois homens estão segurando um pouco de água em pé perto das varas de pesca,Dois homens estão segurando varas de pescar,None,4684,2.6
Alguns corredores frenéticos sobre a grama verde estão gritando aos cavalos pulando um obstáculo,Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo,None,4685,3.4
Uma mulher está fatiando uma cenoura,Uma senhora magra está organizando juntas cenouras orientais cortadas,None,4686,3.3
Um homem está andando a cavalo,O homem não está montando um cavalo,None,4687,4.3
Cinco crianças estão de pé juntas e uma criança tem uma pistola,Cinco crianças estão de pé em frente a uma cabana de madeira,None,4688,3
O elefante não está sendo montado pela mulher,O elefante está sendo montado pela mulher,None,4689,2.9
Um motociclista está de pé no banco de uma motocicleta branca,Alguém está em uma motocicleta preta e branca e está sentado no assento,None,4690,3.7
Um bebê está rindo,Um homem está se exercitando,None,4691,1.1
Um ciclista está fazendo sem medo um truque no ar,Um homem está fazendo um truque de bicicleta em pleno ar,None,4692,4.065
Os homens estão correndo uma corrida,Alguns homens estão repousando,None,4693,2.5
"Os jóqueis estão correndo a cavalos no campo, que é completamente verde",Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando o obstáculo,None,4694,3.5
Um homem está desdobrando uma tortilha,Uma pessoa está embrulhando uma tortilha,None,4695,4.1
Um gato está tocando um piano,Um gato está tocando um piano comicamente,None,4696,4.5
A mulher está comendo alguns pedaços de carne crua,Uma senhora está cortando carne em pedaços,None,4697,3.4
Não tem nenhum homem dirigindo uma moto pela cidade,Um homem está andando de moto pela cidade,None,4698,3.8
Um homem está fazendo um truque de bicicleta,Um homem está realizando um truque em uma bicicleta verde,None,4699,4.5
O homem está despejando óleo em alguns tomates,Um homem não está despejando óleo nos tomates,None,4700,3.9
Um homem está pegando um peixe,Uma mulher está desossando um peixe,None,4701,3.4
Um homem está chutando uma bola,Um homem está chutando uma bola de futebol de campo,None,4702,4.8
O homem está comendo uma banana perto de uma árvore,Não tem nenhum homem comendo uma banana,None,4703,4.2
Uma menina está se exercitando,Um homem está se exercitando,None,4704,3.4
Um homem está sentado no chão e está tocando um violão,O homem está andando ansiosamente por um quarto,None,4705,1.7
Um homem está despejando óleo dentro de uma sautese,Não tem nenhum homem despejando óleo em uma frigideira,None,4706,3.7
Alguns homens estão jogando críquete,Pessoas não estão jogando críquete,None,4707,4.2
Uma mulher está removendo ingredientes de uma tigela,Uma mulher está rachando alguns ovos em uma tigela,None,4708,3.5
Uma mulher está escovando seus pés,Uma mulher não está picando uma cebola,None,4709,1.3
O homem está cantando e tocando o violão,O homem está em silêncio e imóvel,None,4710,2.5
Uma mulher não está picando uma cebola,Uma mulher está escovando seus pés,None,4711,1.3
Uma banda está apresentando-se no palco,Não tem nenhuma banda tocando,None,4712,3.6
Um lápis está sendo apontado pela máquina,A máquina está apontando o fim de um lápis,None,4713,4.7
Um macaco não está andando pela água,Um macaco pequenino está andando pela água,None,4714,3.7
Um homem está colocando uma capa sobre um cavalo selvagem que está caindo na pista,Um cavalo está arremessando o vaqueiro vestindo calça de cor azul e vermelha,None,4715,2.2
Uma criança está batendo em uma bola de beisebol,Uma criança está perdendo uma bola de beisebol,None,4716,3.8
Três crianças asiáticas estão dançando e não há nenhum homem olhando,As crianças da família estão brincando e aguardando,None,4717,2.7
O homem está dançando,O homem está dançando freneticamente,None,4718,4.3
"Uma menina da Ásia, na frente de uma janela de tijolos, parece surpresa",Uma menina está olhando surpresa de uma janela da frente de uma casa na Ásia,None,4719,4.6
A mulher está passando sombra,A menina não está usando um lápis de olho em sua pálpebra,None,4720,3.3
A mulher está dançando e um homem está tocando o teclado,Uma mulher está dançando em um palco,None,4721,4
O homem está cuidadosamente alimentando a cobra com um rato,Um homem não está cautelosamente alimentando com um rato a cobra,None,4722,2.7
A mulher está despejando óleo na frigideira,O menino está tocando um instrumento musical,None,4723,1
Uma mulher está rachando alguns ovos fora de uma tigela,Uma mulher está rachando alguns ovos em uma tigela,None,4724,3.6
A senhora está rachando um ovo para a batedeira,A senhora está fatiando a carne,None,4725,1.9
"Um cachorro, que é grande e cinza, está derrubando uma bola de sua boca e parando na grama",Um cachorro grande está correndo na grama com uma bola de tênis na boca,None,4726,3.5
Um homem está afagando um jacaré na boca,Uma pessoa está removendo vegetais picados de uma panela no fogão,None,4727,1
Um homem está parado,O homem está tocando o piano com seu nariz,None,4728,1.5
O homem está fatiando a batata,O homem está embrulhando uma batata,None,4729,3.6
Um cachorro que é peludo e preto está no quintal e está carregando uma cesta em sua boca,"Um cachorro ao lado de uma árvore, que provavelmente é um pinheiro, está mordendo um balde",None,4730,3.4
Um homem em uma pose está sendo divertidamente assistido por outro homem,Um homem em uma camisa tingida de roxo está olhando para o homem de camisa preta que está fazendo uma cara engraçada,None,4731,3.5
Uma pessoa está embrulhando uma tortilha,Um homem está dobrando uma tortilha,None,4732,4.7
Um homem está pulando em uma piscina vazia,Não tem nenhum ciclista pulando no ar,None,4733,1.2
Um homem está empurrando um capacete contra outro em uma bicicleta preta,Um motociclista está usando um equipamento que é preto,None,4734,2.4
Uma criança pequenina está enchendo uma xícara com água,Uma criança pequenina está bebendo água da xícara,None,4735,3.8
Um homem está andando na chuva,Um homem e uma mulher estão sentados,None,4736,2
A mulher está pegando um bebê canguru,A mulher está pondo o canguru de volta,None,4737,3.9
O homem não está desenhando,Um homem está desenhando,None,4738,4.1
Um grupo de pessoas está em silêncio,Um grupo de pessoas está cantando,None,4739,3.8
Um homem está tocando uma flauta,O homem está tocando um violão,None,4740,3.035
Uma pista de patinação no gelo localizada ao ar livre está vazia,Muitas pessoas estão em um parque de patinação no gelo,None,4741,3.6
Os homens não estão lutando com os punhos em um ringue,Dois homens estão lutando com os punhos em um ringue,None,4742,3.1
Alguns homens jovens estão paralisados e um carro está explodindo atrás deles,Quatro homens jovens estão em pé parados e um carro está explodindo atrás deles,None,4743,4.3
Duas crianças e um adulto estão em pé próximos a um galho de árvore,Não tem nenhuma criança pendurada em um galho grande,None,4744,2.4
Um homem está lavando um grande bife,Um homem não está enxaguando um bife grande,None,4745,3.4
Um esquilo está rodando em círculos,Um esquilo está deitado,None,4746,2.6
As crianças não estão brincando em frente a uma porta grande,As crianças estão brincando em frente a uma porta grande,None,4747,4.3
O homem no palco está cantando no microfone,O homem está encenando em um microfone e está cantando,None,4748,3.4
O homem está tocando um violão,Um homem está guardando um trompete,None,4749,2
O piano não está sendo tocado por ninguém,Alguém está dando comida a um animal,None,4750,1
Uma mulher está libertando um peixe,Um homem está pegando um peixe,None,4751,2.5
Os três homens estão dançando,Algumas mulheres estão dançando alegremente,None,4752,2.9
Um homem está dançando no teto de uma sala,Não tem nenhum homem dançando de cabeça para baixo no teto,None,4753,3.2
Um menino na adolescência está falando com uma menina com uma webcam,Um menino na adolescência não está falando com uma menina com uma webcam,None,4754,3.1
Um cachorro está abrindo uma lata de comida,Um cachorro está derrubando uma lata,None,4755,3.1
Um pequenino porquinho-da-índia está roendo e comendo um pedaço de cenoura no chão,Não tem nenhum porquinho-da-índia comendo uma cenoura,None,4756,3.6
Um cachorro que é peludo e preto está em um quintal dos fundos e está carregando uma cesta em sua boca,Um cachorro no quintal está carregando peles negras na cesta em sua boca,None,4757,3.9
Várias pessoas estão em frente a um prédio colorido,Pessoas estão andando do lado de fora de um prédio que possui muitos murais,None,4758,3.7
Um homem está tocando um violino,Um homem está falando sobre uma peça,None,4759,1.5
O praticante de snowboard está saltando sobre da neve branca,Uma pessoa que está praticando snowboard cai pelo ar,None,4760,3.4
Um homem está dançando,Uma mulher está pensando em um homem,None,4761,1.5
Mímicos estão atuando em um palco,Não tem nenhum mímico atuando,None,4762,3.6
Alguém está tocando um piano,Alguém está tocando o violão,None,4763,3.1
Uma sala de aula está vazia,Uma sala de aula está cheia de estudantes,None,4764,2.3
Uma menina adolescente está usando miçangas que são vermelhas,"Uma jovem senhora com cabelo castanho claro está usando um colar vermelho, um moletom e brincos e está sorrindo",None,4765,3
Um filhote de gato está bebendo leite fresco,Leite é uma bebida de filhotes de gato,None,4766,4
